,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
516,66585,47519,27713,18237,31501,34210,395,1439,66,2890,5031,5490,3294,2152,1981,177,875,21895,29710,4628,100,189,106,4411,820,2433,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,45950
517,35607,67938,30296,16797,57552,32963,365,917,30,2012,4174,7027,4159,4927,1545,176,254,26752,13354,1414,4008,454,261,3048,211,2685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,47093
518,42401,61153,51587,7460,44132,31562,414,1099,77,3838,5451,6025,3827,4467,2501,387,257,13073,11443,4291,3503,983,205,3084,430,2807,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,59047
519,17276,38940,56206,12028,40581,20858,197,1834,37,3619,6339,2727,2189,3218,3349,627,376,27121,17484,3898,929,595,297,2483,362,1665,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,68234
520,21242,45168,48370,13465,42106,19846,153,553,158,4810,5167,8618,3500,1245,1461,452,419,18450,17876,962,1211,423,290,1788,616,3471,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,61835
521,54983,58577,54863,10441,32450,31825,398,940,36,3461,8161,6914,1718,1136,4575,148,416,13208,20202,2882,2222,567,179,5154,619,2562,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,65304
522,25954,56226,23733,16930,28568,33041,353,1842,99,4465,8405,3039,4341,6508,903,270,248,16403,25075,3663,7986,863,478,1333,591,1091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,40663
523,89305,47740,28964,15166,61689,20396,7,2485,167,880,3620,8458,3282,4001,4668,774,625,4464,18451,3737,292,205,88,3394,730,711,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,44130
524,37847,59249,19833,13092,39011,28692,68,2176,28,3473,8475,6874,4566,1515,805,533,324,14607,10193,341,9211,566,353,1736,153,2661,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,32925
525,59088,57644,27661,6844,33803,16626,164,218,186,4774,4829,3516,4084,213,1114,315,892,14238,23090,1549,6534,128,233,4000,334,2819,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,34505
526,43705,67659,14424,8976,59030,21289,324,881,93,1291,5901,5681,3843,7470,3440,311,160,4833,22557,3770,3040,707,293,1997,175,1103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,23400
527,19545,53071,20232,14059,31722,12588,420,2181,11,2586,5996,3816,4150,725,4770,451,642,11811,21553,2615,2699,606,487,5379,181,1806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,34291
528,29563,68871,39004,14310,20806,26018,8,494,90,5356,8568,7605,2493,6648,3707,485,959,10879,23831,1252,1444,697,318,3681,235,3308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,53314
529,42394,40423,52344,15224,28232,20189,444,120,183,1788,4216,6202,3577,2009,501,438,524,13692,8665,3445,2727,968,249,4769,621,3429,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,67568
530,46038,59271,35190,17243,59117,14060,330,1651,81,1406,4123,2744,2415,7429,1787,268,151,17636,18218,912,1909,437,345,3974,263,1699,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,52433
531,75875,51138,37594,14938,58120,21102,452,861,164,3705,6547,5296,2840,8287,3831,289,725,23841,11873,3398,8420,551,305,2951,727,3076,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,52532
532,60442,40467,42293,11138,22801,20900,684,574,184,5177,3422,6451,3571,374,3727,269,983,13588,13672,4182,3581,588,246,3221,744,3311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,53431
533,22734,50544,24562,11137,31980,10319,171,592,118,288,7852,3405,2591,1422,2217,130,81,11231,13929,1994,7996,460,190,3574,349,771,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,35699
534,58281,37036,33076,13089,48105,12857,502,371,199,4168,8535,5340,2567,32,2152,773,366,15334,15496,2427,1568,944,253,3808,481,2115,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,46165
535,69314,61415,15463,15852,47400,29045,120,1909,144,2447,3411,4109,2655,5186,3220,758,884,9970,21463,2842,7205,378,447,2103,752,1759,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,31315
536,80084,68591,32411,17352,32689,24483,88,2201,48,5082,8222,7007,3726,7168,4229,528,550,11289,19299,4116,7285,315,444,1285,378,1046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,49763
537,59576,48562,19389,8151,55742,32598,511,1375,15,812,7666,7158,1450,1491,5060,120,680,24900,9374,1909,1470,416,195,4529,639,808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,27540
538,75642,50110,50359,7948,44277,12281,103,1364,52,3017,4029,7169,3724,1327,266,598,747,16768,10881,979,2755,497,343,5156,475,3453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,58307
539,81995,48242,32780,8222,32517,10352,269,1714,6,4144,6002,4109,1649,6182,5473,284,86,25934,22509,606,3802,309,105,3788,313,2627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,41002
540,42522,48967,39779,16502,48602,19289,471,1787,82,1472,7838,2879,4475,7857,2218,684,356,11765,16005,3936,3821,428,159,5705,415,908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,56281
541,41282,42097,49917,10181,19389,9132,197,686,18,2587,7933,4224,2567,7132,3933,583,922,7423,10300,2400,8341,321,110,3814,328,2632,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,60098
542,57663,50903,17652,9549,50516,34636,703,237,7,3470,5199,6955,2634,6396,3882,617,73,21220,28105,2667,8552,611,421,1446,501,2667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,27201
543,57406,58443,57501,15077,37283,29226,705,1692,18,4581,5466,4834,2232,2973,1203,193,701,20650,28786,1326,537,307,242,2945,561,1659,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,72578
544,30215,69538,48005,12408,40613,15514,557,2030,178,1797,7789,8454,1377,4969,5354,546,454,26182,22257,1072,1492,132,145,5036,604,1409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,60413
545,80702,51218,55973,10399,21078,16175,731,1552,31,3024,5217,6763,2798,3910,4897,498,788,10225,31081,1925,7794,152,423,5235,541,1061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,66372
546,49197,54481,56890,14879,57873,13299,451,191,165,3838,4280,8218,3756,2963,3841,222,369,10810,21954,2398,8826,971,121,5627,618,2091,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,71769
547,29605,59644,14685,12997,25640,28917,613,2209,164,1108,7398,3688,3983,8481,2673,515,269,12964,31373,1431,495,127,225,4503,714,3566,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,27682
548,46474,55456,43880,17835,63285,12051,462,759,17,4980,5163,3403,1699,5585,4539,525,84,12809,22770,2697,3641,356,395,2996,818,1889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,61715
549,87554,54920,28248,12485,23389,19108,377,1632,181,530,7834,2886,3631,2036,491,714,126,16132,32343,1649,8946,299,263,2365,295,2832,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,40733
550,27741,58103,46767,17100,58173,12142,677,1630,69,182,8298,2836,1749,914,1207,441,748,21286,8969,4507,7565,717,458,1388,594,750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,63867
551,52846,69505,20808,14709,54041,23916,351,1908,70,1509,4068,5522,2141,2963,2019,705,479,6957,23858,4018,2063,770,279,5285,488,802,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,35517
552,88414,68867,48262,17411,50939,30663,464,2132,19,1762,8261,5646,4191,4876,288,364,305,12146,21142,2974,2716,559,67,4913,273,2730,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,65673
553,56172,54493,30234,10136,58951,28287,254,488,72,5243,5055,8502,1286,4626,3804,262,101,9780,23486,4730,8407,866,459,4557,643,2528,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,40370
554,67191,58990,50354,8221,58394,26084,713,130,197,4855,6142,6756,3183,265,881,229,150,20259,13436,1486,7976,701,292,5352,308,2929,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,58575
555,10224,39412,57391,6186,65586,17937,360,1962,156,1923,7427,8337,2183,8326,2134,288,272,18659,21528,4758,8906,88,496,2407,148,621,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,63577
556,50515,59977,34826,15734,64760,14254,420,1313,142,4381,6749,3862,4333,6927,121,236,467,13721,31096,3152,5062,474,231,1735,736,1721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,50560
557,72925,38496,50475,17870,42674,7854,275,135,95,5187,4270,5763,3797,2834,687,251,983,9896,24454,359,1971,756,247,3089,708,1563,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,68345
558,49475,49832,41138,14726,49216,9089,39,180,2,2961,7501,6706,3309,3647,4118,697,682,3671,14311,1222,4067,961,354,3831,375,2843,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,55864
559,76363,50243,33733,8722,62896,35946,392,2456,89,7,9151,8099,2915,5407,4221,185,481,22531,23540,2076,140,791,385,3900,512,2667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,42455
560,72411,54488,16886,15510,41714,30984,395,1321,33,2227,5376,2946,2997,7613,5386,423,756,4983,27731,243,7272,452,80,2982,695,786,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,32396
561,88145,42974,32586,16737,55582,15019,115,2419,119,3487,3447,4753,2321,5764,4707,651,229,16609,10000,1287,8067,711,304,2286,283,3344,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,49323
562,48984,39301,33248,11038,66220,13249,68,1877,44,2493,4863,5992,4166,2369,5474,788,922,12255,32983,3104,5524,355,448,2130,436,1626,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,44286
563,21920,54291,57106,7523,21297,22364,579,1472,191,4914,8085,2699,1651,3258,4494,587,780,14730,26401,873,5740,789,491,4354,295,3001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,64629
564,85072,67189,30316,17724,24937,16832,72,1738,79,73,4952,6160,4224,4140,3387,779,364,19893,15079,2296,2081,302,481,4000,817,2455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,48040
565,33553,66726,38755,9549,54283,23734,715,518,4,2140,3804,2771,3267,3951,1193,114,471,22989,32066,3688,5161,516,332,4301,638,1042,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,48304
566,75973,38214,26736,11082,61580,25837,154,526,116,2702,8308,2252,2364,3797,1234,734,688,11030,21994,1673,3446,209,65,1304,354,1970,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,37818
567,60959,68931,37317,6571,40354,12247,394,795,32,3216,5722,6346,3243,6211,1357,378,988,18823,10168,2162,4800,936,167,4905,186,3734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,43888
568,49273,64431,28834,11092,43811,10783,555,1812,23,2292,4259,6457,3946,5671,2441,115,845,24987,9735,1852,633,482,459,4972,421,2577,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,39926
569,13294,45467,45311,9031,18603,27070,736,1903,25,1855,7382,2898,4266,4710,2449,493,873,18406,16330,3865,4405,412,496,3434,419,2161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,54342
570,14807,37290,38853,13014,60805,36227,41,834,91,4321,7892,7137,1656,2975,3792,709,680,26689,21152,3760,5298,136,179,2815,266,614,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,51867
571,49676,67420,19124,16272,30432,31789,138,1696,60,5149,4721,7423,3191,6177,2185,410,639,21843,21592,2358,7588,473,293,1338,155,990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,35396
572,35136,50483,39367,12377,23765,27884,449,1149,40,3323,8029,7942,2322,1937,2899,339,962,14594,32339,1351,1306,709,214,3766,756,2152,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,51744
573,56425,43875,16890,8032,53109,12144,493,1915,78,113,5097,7507,2146,7361,992,180,447,23725,18512,2925,5289,610,212,1943,687,1930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24922
574,41679,63596,22075,13272,63800,26008,602,2307,43,194,8742,2181,2499,5589,3382,786,730,8253,9636,873,3613,565,265,2213,648,1341,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35347
575,41620,45788,42276,11652,24566,36017,317,1105,43,1758,6167,4186,1477,4193,2096,388,651,5931,26885,641,7481,360,393,2854,384,3679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,53928
576,71815,39567,17349,12241,34253,26760,436,1639,138,5339,8813,3404,2227,2962,2351,388,825,19041,14507,1610,5203,980,94,2981,447,1313,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,29590
577,79824,53624,25177,13553,27601,13910,227,544,28,1364,7820,7321,2863,5735,1644,441,658,13709,19407,672,8617,731,366,1322,444,2746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,38730
578,41513,50743,57583,11688,68265,29988,106,2278,97,466,8775,7798,2762,5228,1605,584,869,19623,17508,4,5241,891,446,3882,172,1256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,69271
579,51545,62863,38896,11919,51063,28804,465,1881,19,4676,6794,8615,3550,7701,356,721,317,21283,15349,2726,452,442,386,1583,432,1638,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,50815
580,23751,50397,19388,12711,55961,16946,632,145,0,3393,8396,2807,3352,144,847,311,87,7908,17713,3585,7191,733,235,4707,514,2228,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,32099
581,58183,47755,33663,15580,47486,14502,23,1767,11,1998,8289,3478,1429,470,2991,790,136,13764,24770,3920,2527,89,116,1559,655,2922,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,49243
582,56739,48321,37691,18149,29270,24085,418,1698,183,3339,6564,3188,3537,2083,2465,552,844,9688,19340,3436,9128,565,141,4454,154,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,55840
583,10886,53038,26347,16443,54456,28982,33,1742,44,5348,5008,6873,3613,5939,2067,186,444,12519,28713,1745,1839,785,196,1818,739,3561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,42790
584,64386,45774,17553,12167,50063,15023,732,911,152,4866,8537,6790,4198,1384,5589,668,874,17885,10936,2184,6153,884,154,5668,624,3060,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,29720
585,45890,35568,17648,7438,32629,18127,8,439,155,1153,7847,6020,4519,4209,1502,344,566,7737,18626,909,4652,970,234,1532,476,2946,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,25086
586,85961,65346,19827,8915,39203,32931,533,2012,115,4996,5812,4607,2124,7314,1693,671,148,9915,29414,3804,277,604,153,1303,303,1205,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,28742
587,71389,65636,36877,5973,21616,12635,193,2360,22,3506,4608,4939,2865,7344,4866,793,922,14378,28606,2256,1018,830,68,2055,778,894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,42850
588,50662,57966,15690,17212,55163,7811,307,154,58,3086,7204,2946,1764,1123,2147,765,621,11826,28706,1120,6214,822,482,4720,572,2789,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,32902
589,73250,60265,24554,13600,29443,27070,224,387,150,5336,4448,7496,2593,6021,4777,655,76,13946,12024,4539,5284,935,223,4743,539,1893,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,38154
590,25815,43170,57523,17420,50903,8029,400,873,51,4938,8162,7257,4064,2200,2702,204,537,10694,17675,4730,4939,745,422,5218,352,3508,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,74943
591,73607,43458,28466,8915,57876,26176,71,624,143,1934,4130,3517,3136,4054,1805,591,449,25009,24345,1249,129,840,438,3049,690,962,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,37381
592,72171,37680,19330,9467,42370,8650,408,462,24,1808,5203,6046,2829,2245,4048,162,389,9981,10632,3608,8152,678,239,1230,745,2465,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,28797
593,82055,62460,22945,11196,26511,28454,220,2250,84,443,6491,6508,3990,5745,1512,612,766,9644,30347,2667,8098,828,64,4019,556,739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,34141
594,50129,44110,44306,18086,20354,19766,674,2181,66,2237,8024,7538,4349,6306,1738,764,820,14842,21745,1414,8780,550,221,2502,709,1940,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,62392
595,43488,39868,15501,13970,24273,26727,402,1751,8,2424,4895,5655,3126,1232,5570,164,815,13674,20907,845,4522,328,81,4989,336,2378,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,29471
596,33085,58740,16061,7206,43251,26029,413,212,61,399,3694,4385,4070,7481,352,117,178,20383,31603,4269,8498,649,200,3881,196,2486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,23267
597,60832,43567,44849,13040,35894,10674,198,912,100,96,9001,6434,3569,5753,5574,112,232,24012,12495,13,7524,90,385,5508,543,2363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,57889
598,28829,68713,27845,6118,66563,19333,483,1890,75,1768,6937,7364,2673,6960,4474,161,1012,16835,18131,3304,4703,84,236,4982,460,2205,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,33963
