,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
742,44403,41447,53961,9415,49716,11772,4,2467,192,4897,8142,7460,2922,1559,2587,210,390,25703,14268,4178,7927,263,306,3560,263,3304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,63376
743,10963,40075,31173,11377,63961,33624,438,1839,17,4519,4236,5909,3157,3833,4314,624,392,10527,17666,2907,1574,355,430,1579,752,939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,42550
744,58381,54821,55279,14273,30644,13631,518,2029,24,4841,7638,2690,2586,7968,1149,692,382,27283,16403,878,7869,395,358,2278,265,2895,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,69552
745,48014,41067,57256,6030,52728,18975,564,2295,26,2100,3671,5413,4376,5320,3076,443,744,24561,29706,2666,4741,924,247,5498,524,2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,63286
746,81611,44111,41134,16537,34999,15136,693,1853,41,5250,3732,4129,3463,7095,1768,728,241,14537,12908,3908,2693,490,285,3887,479,3476,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,57671
747,59741,62478,37876,7220,28865,7179,208,1985,197,2083,9059,6582,2371,717,4057,374,953,8992,10987,2509,2365,290,392,3005,750,1638,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,45096
748,20808,49875,30706,11785,30548,30224,492,873,53,4855,7800,5157,2949,3666,2529,420,953,19884,13889,1229,655,806,309,4457,185,3521,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,42491
749,88962,38591,44237,11194,68608,8994,238,1238,78,3288,8840,5647,3514,2371,665,480,512,18355,10456,2293,598,714,189,3987,817,2869,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,55431
750,29843,69407,23442,11041,47970,34298,71,1103,162,1191,4458,7535,4120,5944,2463,791,839,3896,9570,235,2837,165,284,5261,667,2266,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,34483
751,84308,54194,58218,7175,44981,27813,669,969,52,3114,9017,6798,4509,2870,1344,781,873,18343,31528,2070,7560,916,84,2875,219,3133,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,65393
752,74496,49616,31614,15016,29205,24111,347,1927,177,3635,9138,7124,2076,2690,5612,654,857,12689,32176,1535,414,330,479,1750,409,701,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,46630
753,78075,48279,17024,13160,58321,22821,237,1974,62,4881,5313,2315,3192,3190,4869,184,945,22953,29537,49,8647,396,182,3010,199,3410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,30184
754,46150,35921,14994,7648,65667,25498,537,838,77,5313,3937,8334,1586,7228,1033,213,192,22938,13228,2564,9114,559,144,3617,381,2995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,22642
755,56205,49485,43239,14000,52596,35603,309,2400,41,205,6600,6428,2174,7066,896,786,472,5166,9219,3494,8417,207,146,5174,526,3306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,57239
756,62159,57523,23195,16542,60747,21571,165,580,28,4251,4793,2596,1537,836,4768,750,334,25442,10013,2399,4860,926,426,2258,313,2997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,39737
757,28179,69311,41707,11686,43090,8720,86,464,39,211,7737,7929,4298,2014,1366,355,743,21314,9490,269,5848,708,327,3147,219,1647,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,53393
758,38398,56495,37118,7125,33372,33461,353,1831,25,151,8894,2930,3246,6380,580,775,58,10114,19747,1530,2140,743,291,3628,245,1280,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,44243
759,38168,57305,34980,16314,49979,32451,551,2356,80,92,7406,6418,2668,3471,2435,515,667,27109,10824,732,2989,854,317,2860,194,2226,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,51294
760,31873,68855,49601,8889,37500,7317,21,1462,91,2918,5294,6531,4465,1885,2705,469,830,13972,13581,1192,6898,225,366,3271,255,1118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,58490
761,22426,42361,28320,13118,62391,32361,267,2189,127,1053,5652,3812,2556,2566,652,222,441,22514,32988,1862,3664,447,215,2399,695,946,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,41438
762,36292,46691,55600,17531,23841,17471,568,1836,191,5322,8135,5718,3720,1514,416,744,305,24993,16472,3038,5017,527,286,4596,347,3172,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,73131
763,77689,48562,56520,7848,29470,34960,460,1352,186,3755,8903,5612,3521,8319,4368,511,37,24628,30554,1457,2965,736,358,2579,574,590,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,64368
764,61893,43846,57371,14422,41248,20628,201,930,78,2423,8992,3896,4227,3746,514,536,734,18310,21164,2011,1704,108,361,3886,602,2842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,71793
765,65336,51896,44957,10651,27288,23058,494,2028,71,4039,8364,3826,1481,5789,4544,685,837,18764,13886,4249,8703,1016,442,1599,458,1772,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,55608
766,82381,64504,34183,11797,59865,34575,557,1270,140,1907,3473,8598,3830,8391,513,293,93,20705,24205,4441,1939,624,476,2644,500,3186,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,45980
767,88949,64323,29103,9273,47845,25333,470,613,31,4389,3960,8066,2325,5886,4541,672,40,9505,28663,4259,8330,327,75,4917,711,2755,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,38376
768,69388,54732,42132,13204,38066,33746,58,2064,154,928,5033,2339,1750,4344,3089,445,300,20579,28634,4387,9057,905,147,3771,152,2080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,55336
769,19955,48801,49429,8705,27052,21918,284,483,186,185,6291,7840,1918,2697,3810,217,944,26284,10377,3963,6443,240,254,3598,683,2267,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,58134
770,83610,63610,45303,8065,41565,28785,51,1340,14,624,7907,5805,3763,229,3786,156,672,9572,28767,1587,3175,775,355,1689,412,3342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,53368
771,89065,62740,15910,16656,23987,35278,689,2322,93,1980,5700,8095,2944,2441,1666,440,430,19753,28501,2707,787,816,285,5160,433,2658,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,32566
772,27032,47976,30449,7598,57690,14391,677,1921,35,1669,8309,2787,2526,5306,5434,719,279,21634,9167,4763,5593,878,239,4322,402,3384,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38047
773,72739,47843,28117,9174,59799,21114,693,2247,80,2850,8871,3319,2701,6366,573,492,259,16197,27523,2095,647,460,392,4588,516,2424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,37291
774,48810,40628,23889,18229,23436,13301,667,877,29,1620,7728,4983,3292,4292,4242,535,172,14123,20572,982,4585,376,299,2267,594,3268,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,42118
775,61514,47859,43719,7207,27233,18708,9,2349,167,3120,5307,6191,3156,1377,1154,710,824,16778,31286,2202,3156,879,306,3896,722,831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,50926
776,26522,43539,47164,12773,26336,21410,502,1418,24,2836,8763,3604,3466,3767,526,654,362,13767,27547,2260,386,885,500,3182,369,3325,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,59937
777,19806,68573,52212,13247,42321,25683,594,2427,86,502,7724,2572,3885,6763,98,525,186,12568,16060,3107,1399,720,258,5607,547,1235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,65459
778,18336,52864,26981,16790,61275,10765,165,2162,96,200,4042,6622,2317,5590,5113,730,529,6964,21101,3585,1582,160,290,5161,220,2168,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,43771
779,54817,57649,46122,14275,27274,23604,428,2392,15,1442,8485,2264,2676,2384,1961,747,767,6465,26899,303,42,889,236,4830,698,975,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,60397
780,62298,60976,42488,8381,42291,31519,716,702,29,105,3618,8263,1474,3442,3952,277,599,17349,12514,3902,5241,953,258,2635,807,3555,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,50869
781,82089,46713,48856,15304,30663,19942,369,1428,7,1063,4367,3670,4114,6680,2095,299,70,10645,31882,1525,150,883,351,3147,558,2567,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,64160
782,10466,51627,46437,15628,21173,29748,734,1320,107,4812,5831,7114,2276,5553,506,787,579,24381,31142,2474,1647,568,196,3415,570,585,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,62065
783,69697,61280,48812,16561,43159,33441,248,622,176,4,9074,7875,1337,2310,4524,498,314,17260,11491,1443,2206,872,443,1824,811,2339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,65373
784,81952,36861,54590,14365,65537,23628,253,2004,12,3476,9084,3493,3765,1467,5418,697,614,17894,10277,232,1479,137,233,3601,143,1848,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,68955
785,84943,57675,58250,7184,23541,19477,511,1087,42,24,7645,5553,2051,4058,4581,441,906,7161,13150,352,6328,98,150,1731,393,1616,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,65434
786,40118,35554,37152,10767,30210,31945,158,1957,187,2631,6178,6042,2608,3733,2318,448,223,24187,20080,319,7171,143,383,3014,271,2453,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,47919
787,69521,40399,23322,14684,56172,8780,63,2479,79,988,7742,2207,3439,3771,3429,639,744,24032,25291,1365,5944,476,261,4301,385,2923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,38006
788,45861,49196,34640,6922,37292,17691,530,2420,18,5015,8624,8163,1542,4551,2984,696,580,4675,13797,1958,6530,937,313,5734,553,2158,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,41562
789,30691,61379,19918,14435,40338,8526,237,798,44,3034,7826,7574,4236,4461,2788,751,517,22538,29086,2467,7007,490,268,4520,190,3254,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,34353
790,56677,40297,39352,7830,29480,16690,547,1498,21,1854,7282,5665,1665,1963,1343,263,612,20081,12525,1505,8438,219,268,2231,674,2093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,47182
791,70524,38725,49990,14978,24249,27813,62,1528,50,3924,8089,2307,1844,1439,4567,345,433,5364,17800,2250,6440,602,238,4264,437,1878,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,64968
792,65326,45646,32029,7885,39639,25119,406,2239,36,3851,6032,4553,4147,1148,1666,372,299,17997,16615,4821,2386,691,371,5375,158,3384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,39914
793,80014,37188,28827,14994,37259,25579,218,1448,93,3137,6693,5702,2963,1592,366,203,76,22271,30004,4571,4690,176,302,1316,298,1641,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,43821
794,10975,60657,32008,7415,51690,32267,607,1313,97,2867,5516,6127,1669,3415,2149,307,851,3887,29792,1985,1286,110,281,2456,795,1896,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,39423
795,45873,63637,28454,8535,46455,10716,555,2076,42,1484,8011,2238,3753,1435,5538,583,509,12366,24172,3442,4804,559,398,4315,429,3279,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,36989
796,55049,66406,48804,11804,66606,21008,310,332,52,1155,8606,7430,1977,1700,2164,180,641,12175,27708,3656,5281,559,496,3910,255,1113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,60608
797,51026,36628,17596,14342,42463,31253,33,768,187,3396,8607,5172,2554,3534,2790,287,525,19181,15726,1264,8243,614,250,3335,227,2202,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,31938
798,43943,43629,34413,9335,52132,9955,117,1711,136,2421,4802,3635,2054,6318,4924,536,277,4653,22874,1556,2410,196,499,4517,312,994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,43748
799,84151,42598,23118,14118,33505,17044,465,2497,0,798,6098,2381,4083,3595,4169,198,84,8772,32825,4929,1259,202,366,1500,187,932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,37236
800,11853,44374,57305,15492,52768,22321,541,2448,19,496,7295,2636,3055,5927,2092,146,238,5722,14247,147,1986,90,392,5004,326,3018,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,72797
801,38963,55114,38043,6983,21202,7881,569,1698,48,964,8925,8263,1503,4082,2648,766,287,21668,22299,2831,4271,997,494,2252,267,2590,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,45026
802,11050,68512,41346,17317,59718,32572,128,773,117,270,5900,8741,3007,4068,2812,402,49,15417,27145,3512,6605,496,344,4318,713,853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,58663
803,19195,55733,45902,16245,58131,29178,689,1286,5,5249,6737,2664,3666,1525,2600,374,556,17930,11188,2757,5965,807,117,2983,607,1360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,62147
804,13080,56124,29860,12429,63453,33159,407,436,15,478,3801,5934,4111,106,2265,118,743,9664,24205,1168,4297,623,268,3182,464,748,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,42289
805,76720,40076,30443,10610,25236,21446,38,1354,19,885,7660,4988,4102,4341,4186,391,633,25408,12395,1810,502,200,476,5412,306,675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,41053
806,85604,61747,47413,13375,19996,10381,107,1181,105,85,8014,3845,2178,5468,1297,500,234,9593,22801,3226,8662,1012,292,5607,283,1721,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,60788
807,42392,68598,30902,11940,63713,29952,64,1946,154,2301,4172,4613,3183,4186,1674,588,115,10769,17076,2607,6288,381,260,3858,751,2803,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,42842
808,23223,40473,16831,18189,48846,20597,522,2025,10,2820,7471,2967,2661,5097,614,543,523,11738,26916,1348,7141,199,92,2412,540,1358,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,35020
809,39173,42181,47803,13371,49409,9106,4,1287,164,4645,4480,3525,2501,1649,1280,206,380,5622,18965,2067,4739,711,290,4621,636,694,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,61174
810,82222,69522,54028,15322,24636,10023,653,2154,54,278,4190,7949,2732,6682,3548,755,419,19841,14872,3640,2966,603,89,3884,591,3130,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,69350
811,45299,52414,39652,16332,57869,21682,678,1935,75,1368,4689,6283,2982,8184,4052,311,109,13752,15351,4047,3720,446,445,2514,283,1957,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,55984
812,51829,68230,43238,14392,43201,25655,221,1769,45,1879,3693,2190,4394,1110,1843,404,789,17508,11644,3150,7256,802,497,2781,407,3787,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,57630
813,12183,65816,54619,12699,23537,29520,51,1520,185,3651,5351,4680,4172,4850,3675,287,1000,10803,19090,1485,2493,957,63,4693,758,3404,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,67318
814,31908,58110,43454,6828,36766,33243,521,2380,119,1387,7630,3734,3357,1499,4323,717,1001,17805,29538,4057,6751,303,403,2035,724,3299,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,50282
815,30717,63956,18632,16759,31118,29891,479,2429,19,4437,5651,4028,2035,204,3985,368,673,10747,13650,1276,4401,207,340,3126,623,1848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,35391
816,85374,64750,39746,11923,54923,11109,576,89,97,588,5300,6664,1684,3785,3547,787,353,19688,12554,2988,8746,223,248,2638,581,1342,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,51669
817,72891,45131,57686,12605,22480,28299,63,1576,120,262,7354,6522,1821,7502,4976,544,664,21719,24996,4010,6966,786,83,3955,713,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,70291
818,46139,62398,48874,15659,60827,34744,18,1819,83,62,3921,7985,1904,509,1573,120,461,11327,12923,2702,8614,269,68,3569,516,3615,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,64533
819,69308,39121,17649,14054,50192,25360,585,2085,12,254,9101,3292,2984,3554,1159,292,184,14547,25564,351,8108,479,99,1670,249,805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,31703
820,33822,50588,36397,8348,26199,29484,61,833,37,1196,6883,3460,2435,2634,3334,480,799,21707,21234,1843,7683,590,233,3567,313,1424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,44745
821,23094,68791,51593,13636,67855,24642,405,356,20,3595,8338,5645,3579,589,2587,320,734,9181,25825,4002,5449,278,158,2967,219,2043,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,65229
822,24002,49986,20123,10299,51393,32701,69,981,184,1799,4275,4277,2662,879,889,558,367,22574,23460,887,3257,587,322,1445,430,3228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,30422
823,80087,50664,32385,9633,22640,23738,306,2168,164,133,4133,3423,1569,476,1778,371,765,10512,31065,1511,8817,510,103,4962,608,1144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,42018
824,19753,42422,26110,11192,50993,23192,483,572,20,2211,8218,8377,3623,6891,2868,234,718,17707,20744,961,7940,81,132,4021,330,3412,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,37302
